A1,A2,A3,B1,B2,B3,C1,C2,C3,
21,33,28,47,65,62,55,73,41,
20,32,28,46,65,63,55,73,41,
21,31,28,47,65,64,55,73,41,
20,32,28,47,65,63,55,73,41,
21,33,28,47,65,62,55,72,42,
21,33,29,46,65,63,55,72,40,
20,34,29,47,65,63,54,72,41,
21,32,27,46,66,64,54,72,41,
19,33,29,46,64,64,55,72,41,
20,32,28,47,65,64,55,72,41,
20,33,28,47,66,64,54,72,41,
21,32,27,46,65,63,55,73,40,
20,32,29,46,65,63,55,72,41,
19,33,28,47,65,62,55,72,41,
21,32,29,46,66,63,55,72,40,
21,32,28,47,65,63,54,73,39,
20,33,27,46,65,64,55,73,41,
21,33,27,47,65,63,55,73,40,
21,33,29,46,65,63,54,72,41,
21,32,27,46,65,64,54,71,41,
19,33,27,46,66,62,54,72,41,
19,33,28,47,66,63,54,73,40,
19,34,28,46,65,64,54,73,40,
19,34,27,46,65,63,54,73,40,
21,34,28,47,67,63,54,73,40,
20,32,28,47,65,63,55,73,41,
20,32,29,47,65,62,54,73,40,
20,33,29,47,66,63,54,72,40,
21,33,29,46,64,63,54,72,40,
21,32,28,46,65,63,54,72,40,
19,33,27,47,65,63,55,71,40,
21,33,28,47,66,62,55,72,40,
20,33,29,46,64,63,55,73,41,
20,32,28,46,64,63,54,73,39,
19,32,28,46,65,62,55,72,38,
21,33,28,46,66,62,54,74,39,
20,32,28,47,65,62,55,73,41,
19,33,28,47,64,63,54,72,40,
21,33,29,47,65,62,55,73,39,
21,32,29,47,65,63,55,74,40,
19,33,28,46,64,63,54,72,41,
20,32,28,46,65,63,54,73,39,
19,32,28,46,65,63,54,72,39,
21,32,28,46,64,63,55,73,40,
21,32,27,46,65,63,55,72,41,
20,32,27,47,64,62,54,73,41,
19,34,29,47,64,62,54,71,40,
20,33,28,46,63,63,54,72,40,
21,33,28,47,64,63,54,72,40,
19,32,28,47,64,62,54,72,40,
20,33,27,48,65,64,54,72,40,
20,33,28,48,64,63,55,71,42,
21,32,28,47,65,63,55,72,41,
21,32,28,48,64,62,55,72,41,
20,33,29,48,64,64,56,73,41,
21,33,28,47,65,63,56,71,42,
21,33,29,47,64,62,55,71,41,
20,32,28,48,63,65,55,71,42,
21,32,29,48,63,64,54,73,43,
19,31,29,48,63,64,56,72,42,
21,33,28,48,63,64,56,73,41,
19,32,29,47,63,64,55,73,42,
21,32,27,48,63,64,54,73,43,
19,31,27,47,63,64,55,73,42,
20,32,27,48,62,64,55,72,42,
21,32,28,48,63,64,54,73,42,
21,32,29,48,62,64,55,71,43,
19,32,28,48,63,64,54,72,43,
19,31,28,48,62,63,55,72,42,
19,31,29,47,64,64,55,73,42,
19,33,29,48,64,64,55,71,42,
19,33,27,48,63,63,54,73,44,
21,32,28,48,63,65,55,73,42,
20,32,28,49,64,64,56,73,43,
21,32,29,48,64,65,54,73,44,
21,31,28,47,64,64,55,72,44,
21,32,28,47,63,65,55,71,42,
21,31,29,48,62,63,55,72,44,
21,32,29,47,63,64,55,71,43,
21,32,28,48,62,63,55,71,42,
21,33,28,46,63,64,54,73,43,
20,32,29,47,63,63,56,72,43,
20,33,29,46,62,64,54,72,43,
21,33,28,47,63,62,56,70,42,
20,32,29,48,64,64,55,73,43,
21,33,28,47,63,64,55,71,44,
20,33,27,47,64,64,55,72,43,
21,33,28,47,64,63,56,71,42,
19,31,28,48,64,63,55,72,44,
20,33,28,47,63,63,56,72,43,
21,32,27,48,63,63,55,72,44,
20,32,29,47,63,64,54,73,42,
21,33,28,48,64,64,55,73,44,
20,33,28,47,64,64,55,73,43,
19,32,28,47,65,63,55,72,43,
19,33,29,47,64,64,54,73,43,
19,32,29,47,65,63,54,73,43,
21,32,28,47,64,64,55,73,44,
19,34,27,47,64,63,55,72,44,
19,33,29,46,63,64,55,73,44,
21,33,29,47,63,64,54,73,43,
21,33,30,48,62,64,55,72,43,
19,33,29,48,64,64,54,72,44,
19,32,28,47,63,64,54,71,44,
21,32,29,47,64,65,55,73,44,
21,33,28,48,64,64,53,72,43,
19,32,27,47,63,64,54,72,44,
19,32,28,48,63,65,54,72,45,
21,33,28,47,63,64,55,72,45,
20,32,28,48,63,65,55,71,44,
21,32,29,47,63,65,54,72,43,
20,32,30,46,63,64,55,72,44,
21,32,29,47,63,65,54,71,43,
21,31,29,47,62,64,54,72,43,
21,33,29,46,63,64,54,72,44,
19,32,28,48,62,65,56,72,43,
19,33,27,47,65,63,56,73,43,
21,33,29,48,64,64,55,71,43,
21,32,29,46,63,64,55,71,44,
20,33,29,47,64,65,55,71,45,
20,33,28,48,64,64,55,72,44,
19,33,28,47,64,65,55,72,43,
21,33,28,48,64,64,54,73,44,
19,32,28,46,65,65,54,72,44,
21,32,28,46,64,65,55,72,45,
21,32,27,46,63,63,55,72,43,
20,33,28,47,64,65,55,73,43,
21,32,29,47,64,65,54,72,45,
21,33,29,47,64,64,54,72,42,
20,33,29,47,64,64,54,72,44,
21,32,28,47,65,64,54,72,43,
21,32,28,47,64,64,54,72,44,
20,32,27,46,65,64,55,72,44,
21,34,29,48,65,64,53,73,44,
20,34,27,47,65,64,55,74,43,
21,32,29,47,65,65,55,73,44,
20,32,27,46,65,64,55,73,43,
20,34,28,46,64,64,56,72,44,
20,33,29,47,64,64,55,73,44,
20,32,29,47,65,65,55,73,44,
21,32,28,47,66,64,55,72,44,
19,32,28,47,64,65,55,73,42,
19,33,28,46,65,64,54,73,43,
21,33,28,46,65,65,55,73,42,
19,32,28,47,64,64,55,74,44,
19,32,29,46,64,64,54,72,43,
21,33,29,48,66,64,55,73,44,
21,32,29,46,65,64,54,74,44,
